Time,RAINRATE,T2D,Q2D,U2D,V2D,PSFC,SWDOWN,LWDOWN
2012-06-28 09:00:00,0.00000000,286.14,0.00880, 2.320, 0.320, 98795.7,  0.00,359.59
2012-06-28 10:00:00,0.00000000,287.02,0.00933, 2.346, 0.469, 98836.6, 53.99,360.43
2012-06-28 11:00:00,0.00000000,287.90,0.00986, 2.364, 0.619, 98876.2,112.82,361.25
2012-06-28 12:00:00,0.00000000,288.78,0.01041, 2.393, 0.767, 98919.9,265.55,372.98
2012-06-28 13:00:00,0.00000000,290.67,0.01106, 2.761, 0.009, 98924.1,372.69,375.68
2012-06-28 14:00:00,0.00000000,292.56,0.01175, 3.131,-0.756, 98932.5,465.90,378.37
2012-06-28 15:00:00,0.00000000,294.45,0.01246, 3.505,-1.518, 98940.5,690.85,369.46
2012-06-28 16:00:00,0.00001171,295.11,0.01227, 3.693,-1.619, 98952.4,731.55,370.83
2012-06-28 17:00:00,0.00000000,295.77,0.01207, 3.882,-1.726, 98960.0,723.70,372.19
2012-06-28 18:00:00,0.00000000,296.42,0.01186, 4.071,-1.825, 98973.6,743.68,378.77
2012-06-28 19:00:00,0.00000000,297.07,0.01230, 4.114,-1.676, 98994.8,677.37,380.34
2012-06-28 20:00:00,0.00000000,297.72,0.01274, 4.153,-1.526, 99015.2,571.26,381.85
2012-06-28 21:00:00,0.00000000,298.36,0.01320, 4.193,-1.372, 99030.7,482.91,358.54
2012-06-28 22:00:00,0.00000000,296.53,0.01270, 3.796,-0.802, 98991.8,335.61,355.26
2012-06-28 23:00:00,0.00000000,294.69,0.01223, 3.397,-0.230, 98953.9,192.40,351.98
2012-06-29 00:00:00,0.00000000,292.85,0.01175, 3.005, 0.335, 98911.2, 23.09,343.81
2012-06-29 01:00:00,0.00000000,291.43,0.01080, 2.941, 0.784, 98968.5,  0.00,340.79
2012-06-29 02:00:00,0.00000000,290.00,0.00990, 2.886, 1.230, 99023.2,  0.00,337.72
2012-06-29 03:00:00,0.00000000,288.57,0.00905, 2.820, 1.674, 99078.8,  0.00,323.45
2012-06-29 04:00:00,0.00000000,287.74,0.00866, 3.022, 1.405, 99041.9,  0.00,321.73
2012-06-29 05:00:00,0.00000000,286.90,0.00827, 3.215, 1.134, 99007.1,  0.00,320.02
2012-06-29 06:00:00,0.00000000,286.07,0.00791, 3.415, 0.864, 98970.8,  0.00,312.22
2012-06-29 07:00:00,0.00000000,285.81,0.00774, 2.538, 1.342, 98896.2,  0.00,311.81
2012-06-29 08:00:00,0.00000000,285.57,0.00757, 1.667, 1.821, 98815.8,  0.00,311.44
2012-06-29 09:00:00,0.00000000,285.31,0.00741, 0.793, 2.294, 98738.7,  0.00,333.28
2012-06-29 10:00:00,0.00000000,287.35,0.00870, 1.287, 2.140, 98810.7,101.08,335.35
2012-06-29 11:00:00,0.00000000,289.39,0.01007, 1.772, 1.984, 98884.5,212.08,337.41
2012-06-29 12:00:00,0.00000000,291.43,0.01149, 2.258, 1.830, 98959.6,255.42,381.59
2012-06-29 13:00:00,0.00000000,292.94,0.01239, 2.583, 2.492, 98856.5,358.72,383.49
2012-06-29 14:00:00,0.00000000,294.45,0.01333, 2.904, 3.146, 98760.5,448.55,385.39
2012-06-29 15:00:00,0.00000000,295.96,0.01429, 3.228, 3.801, 98660.7,787.42,384.55
2012-06-29 16:00:00,0.00000000,297.13,0.01510, 3.316, 4.375, 98619.3,834.05,386.02
2012-06-29 17:00:00,0.00000000,298.29,0.01595, 3.406, 4.949, 98576.3,825.16,387.56
2012-06-29 18:00:00,0.00000000,299.46,0.01680, 3.490, 5.530, 98533.7,833.65,387.66
2012-06-29 19:00:00,0.00000000,300.04,0.01754, 2.875, 5.652, 98496.3,759.29,388.60
2012-06-29 20:00:00,0.00000000,300.63,0.01829, 2.263, 5.779, 98458.3,640.39,389.51
2012-06-29 21:00:00,0.00000000,301.22,0.01906, 1.655, 5.906, 98417.7,459.76,393.14
2012-06-29 22:00:00,0.00000007,299.50,0.01804, 1.514, 5.213, 98420.2,319.55,389.17
2012-06-29 23:00:00,0.00000004,297.78,0.01706, 1.378, 4.514, 98420.9,183.15,385.23
2012-06-30 00:00:00,0.00009797,296.06,0.01611, 1.237, 3.827, 98419.0, 18.04,393.56
2012-06-30 01:00:00,0.00001382,294.88,0.01504, 1.470, 2.924, 98470.4,  0.00,390.85
2012-06-30 02:00:00,0.00000000,293.69,0.01402, 1.698, 2.028, 98523.2,  0.00,388.09
2012-06-30 03:00:00,0.00000000,292.51,0.01304, 1.930, 1.131, 98572.7,  0.00,395.09
2012-06-30 04:00:00,0.00000000,291.93,0.01256, 1.961, 0.116, 98575.6,  0.00,393.76
2012-06-30 05:00:00,0.00000000,291.34,0.01209, 1.989,-0.887, 98576.5,  0.00,392.46
2012-06-30 06:00:00,0.00000000,290.76,0.01163, 2.021,-1.896, 98584.3,  0.00,353.91
2012-06-30 07:00:00,0.00000000,289.52,0.01060, 2.140,-1.675, 98581.4,  0.00,351.24
2012-06-30 08:00:00,0.00000000,288.29,0.00962, 2.249,-1.458, 98577.6,  0.00,348.54
2012-06-30 09:00:00,0.00000000,287.05,0.00869, 2.359,-1.240, 98579.1,  0.00,317.97
2012-06-30 10:00:00,0.00000000,289.67,0.01023, 1.978,-0.752, 98627.5,119.27,323.72
2012-06-30 11:00:00,0.00000000,292.30,0.01197, 1.594,-0.263, 98683.8,251.42,329.58
2012-06-30 12:00:00,0.00000000,294.92,0.01388, 1.215, 0.220, 98738.9,421.75,349.70
2012-06-30 13:00:00,0.00000000,297.03,0.01454, 1.672, 1.196, 98680.7,592.76,354.44
2012-06-30 14:00:00,0.00000000,299.14,0.01520, 2.144, 2.167, 98623.6,741.61,359.20
2012-06-30 15:00:00,0.00000000,301.25,0.01587, 2.612, 3.141, 98565.1,850.74,373.64
2012-06-30 16:00:00,0.00000000,301.63,0.01581, 2.999, 2.614, 98573.8,901.37,374.58
2012-06-30 17:00:00,0.00000000,302.02,0.01575, 3.384, 2.091, 98581.9,891.89,375.47
2012-06-30 18:00:00,0.00000000,302.40,0.01568, 3.767, 1.562, 98590.0,816.43,386.70
2012-06-30 19:00:00,0.00000000,302.44,0.01579, 3.999, 1.221, 98591.0,743.73,386.85
2012-06-30 20:00:00,0.00000000,302.49,0.01592, 4.232, 0.879, 98593.6,627.28,387.05
2012-06-30 21:00:00,0.00000000,302.53,0.01604, 4.464, 0.537, 98592.3,471.90,384.43
2012-06-30 22:00:00,0.00000000,300.60,0.01534, 4.052, 0.570, 98603.4,328.11,381.27
2012-06-30 23:00:00,0.00000000,298.65,0.01465, 3.656, 0.603, 98614.4,187.89,378.04
